#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Evolution_Level,Sprite
516.0,Simipour,Water,,498.0,75.0,98.0,63.0,98.0,63.0,101.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/516.0.png
517.0,Munna,Psychic,,292.0,76.0,25.0,45.0,67.0,55.0,24.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/517.0.png
518.0,Musharna,Psychic,,487.0,116.0,55.0,85.0,107.0,95.0,29.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/518.0.png
519.0,Pidove,Normal,Flying,264.0,50.0,55.0,50.0,36.0,30.0,43.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/519.0.png
520.0,Tranquill,Normal,Flying,358.0,62.0,77.0,62.0,50.0,42.0,65.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/520.0.png
521.0,Unfezant,Normal,Flying,488.0,80.0,115.0,80.0,65.0,55.0,93.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/521.0.png
522.0,Blitzle,Electric,,295.0,45.0,60.0,32.0,50.0,32.0,76.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/522.0.png
523.0,Zebstrika,Electric,,497.0,75.0,100.0,63.0,80.0,63.0,116.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/523.0.png
524.0,Roggenrola,Rock,,280.0,55.0,75.0,85.0,25.0,25.0,15.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/524.0.png
525.0,Boldore,Rock,,390.0,70.0,105.0,105.0,50.0,40.0,20.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/525.0.png
526.0,Gigalith,Rock,,515.0,85.0,135.0,130.0,60.0,80.0,25.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.0.png
527.0,Woobat,Psychic,Flying,313.0,55.0,45.0,43.0,55.0,43.0,72.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/527.0.png
528.0,Swoobat,Psychic,Flying,425.0,67.0,57.0,55.0,77.0,55.0,114.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/528.0.png
529.0,Drilbur,Ground,,328.0,60.0,85.0,40.0,30.0,45.0,68.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/529.0.png
530.0,Excadrill,Ground,Steel,508.0,110.0,135.0,60.0,50.0,65.0,88.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/530.0.png
531.0,Audino,Normal,,445.0,103.0,60.0,86.0,60.0,86.0,50.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/531.0.png
531.0,AudinoMega Audino,Normal,Fairy,545.0,103.0,60.0,126.0,80.0,126.0,50.0,5.0,False,4.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/531.0.png
532.0,Timburr,Fighting,,305.0,75.0,80.0,55.0,25.0,35.0,35.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/532.0.png
533.0,Gurdurr,Fighting,,405.0,85.0,105.0,85.0,40.0,50.0,40.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/533.0.png
534.0,Conkeldurr,Fighting,,505.0,105.0,140.0,95.0,55.0,65.0,45.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/534.0.png
535.0,Tympole,Water,,294.0,50.0,50.0,40.0,50.0,40.0,64.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/535.0.png
536.0,Palpitoad,Water,Ground,384.0,75.0,65.0,55.0,65.0,55.0,69.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/536.0.png
537.0,Seismitoad,Water,Ground,509.0,105.0,95.0,75.0,85.0,75.0,74.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/537.0.png
538.0,Throh,Fighting,,465.0,120.0,100.0,85.0,30.0,85.0,45.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/538.0.png
539.0,Sawk,Fighting,,465.0,75.0,125.0,75.0,30.0,75.0,85.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/539.0.png
540.0,Sewaddle,Bug,Grass,310.0,45.0,53.0,70.0,40.0,60.0,42.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/540.0.png
541.0,Swadloon,Bug,Grass,380.0,55.0,63.0,90.0,50.0,80.0,42.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/541.0.png
542.0,Leavanny,Bug,Grass,500.0,75.0,103.0,80.0,70.0,80.0,92.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/542.0.png
543.0,Venipede,Bug,Poison,260.0,30.0,45.0,59.0,30.0,39.0,57.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/543.0.png
544.0,Whirlipede,Bug,Poison,360.0,40.0,55.0,99.0,40.0,79.0,47.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/544.0.png
545.0,Scolipede,Bug,Poison,485.0,60.0,100.0,89.0,55.0,69.0,112.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/545.0.png
546.0,Cottonee,Grass,Fairy,280.0,40.0,27.0,60.0,37.0,50.0,66.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/546.0.png
547.0,Whimsicott,Grass,Fairy,480.0,60.0,67.0,85.0,77.0,75.0,116.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/547.0.png
548.0,Petilil,Grass,,280.0,45.0,35.0,50.0,70.0,50.0,30.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/548.0.png
549.0,Lilligant,Grass,,480.0,70.0,60.0,75.0,110.0,75.0,90.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/549.0.png
550.0,Basculin,Water,,460.0,70.0,92.0,65.0,80.0,55.0,98.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/550.0.png
551.0,Sandile,Ground,Dark,292.0,50.0,72.0,35.0,35.0,35.0,65.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/551.0.png
552.0,Krokorok,Ground,Dark,351.0,60.0,82.0,45.0,45.0,45.0,74.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/552.0.png
553.0,Krookodile,Ground,Dark,519.0,95.0,117.0,80.0,65.0,70.0,92.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/553.0.png
554.0,Darumaka,Fire,,315.0,70.0,90.0,45.0,15.0,45.0,50.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/554.0.png
555.0,DarmanitanStandard Mode,Fire,,480.0,105.0,140.0,55.0,30.0,55.0,95.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/555.0.png
555.0,DarmanitanZen Mode,Fire,Psychic,540.0,105.0,30.0,105.0,140.0,105.0,55.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/555.0.png
556.0,Maractus,Grass,,461.0,75.0,86.0,67.0,106.0,67.0,60.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/556.0.png
557.0,Dwebble,Bug,Rock,325.0,50.0,65.0,85.0,35.0,35.0,55.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/557.0.png
558.0,Crustle,Bug,Rock,475.0,70.0,95.0,125.0,65.0,75.0,45.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/558.0.png
559.0,Scraggy,Dark,Fighting,348.0,50.0,75.0,70.0,35.0,70.0,48.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/559.0.png
560.0,Scrafty,Dark,Fighting,488.0,65.0,90.0,115.0,45.0,115.0,58.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/560.0.png
561.0,Sigilyph,Psychic,Flying,490.0,72.0,58.0,80.0,103.0,80.0,97.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/561.0.png
562.0,Yamask,Ghost,,303.0,38.0,30.0,85.0,55.0,65.0,30.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/562.0.png
563.0,Cofagrigus,Ghost,,483.0,58.0,50.0,145.0,95.0,105.0,30.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/563.0.png
564.0,Tirtouga,Water,Rock,355.0,54.0,78.0,103.0,53.0,45.0,22.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/564.0.png
565.0,Carracosta,Water,Rock,495.0,74.0,108.0,133.0,83.0,65.0,32.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/565.0.png
566.0,Archen,Rock,Flying,401.0,55.0,112.0,45.0,74.0,45.0,70.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/566.0.png
567.0,Archeops,Rock,Flying,567.0,75.0,140.0,65.0,112.0,65.0,110.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/567.0.png
568.0,Trubbish,Poison,,329.0,50.0,50.0,62.0,40.0,62.0,65.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/568.0.png
569.0,Garbodor,Poison,,474.0,80.0,95.0,82.0,60.0,82.0,75.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/569.0.png
570.0,Zorua,Dark,,330.0,40.0,65.0,40.0,80.0,40.0,65.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/570.0.png
571.0,Zoroark,Dark,,510.0,60.0,105.0,60.0,120.0,60.0,105.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/571.0.png
572.0,Minccino,Normal,,300.0,55.0,50.0,40.0,40.0,40.0,75.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/572.0.png
573.0,Cinccino,Normal,,470.0,75.0,95.0,60.0,65.0,60.0,115.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/573.0.png
574.0,Gothita,Psychic,,290.0,45.0,30.0,50.0,55.0,65.0,45.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/574.0.png
575.0,Gothorita,Psychic,,390.0,60.0,45.0,70.0,75.0,85.0,55.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/575.0.png
576.0,Gothitelle,Psychic,,490.0,70.0,55.0,95.0,95.0,110.0,65.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/576.0.png
577.0,Solosis,Psychic,,290.0,45.0,30.0,40.0,105.0,50.0,20.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/577.0.png
578.0,Duosion,Psychic,,370.0,65.0,40.0,50.0,125.0,60.0,30.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/578.0.png
579.0,Reuniclus,Psychic,,490.0,110.0,65.0,75.0,125.0,85.0,30.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/579.0.png
580.0,Ducklett,Water,Flying,305.0,62.0,44.0,50.0,44.0,50.0,55.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/580.0.png
581.0,Swanna,Water,Flying,473.0,75.0,87.0,63.0,87.0,63.0,98.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/581.0.png
582.0,Vanillite,Ice,,305.0,36.0,50.0,50.0,65.0,60.0,44.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/582.0.png
583.0,Vanillish,Ice,,395.0,51.0,65.0,65.0,80.0,75.0,59.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/583.0.png
584.0,Vanilluxe,Ice,,535.0,71.0,95.0,85.0,110.0,95.0,79.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/584.0.png
585.0,Deerling,Normal,Grass,335.0,60.0,60.0,50.0,40.0,50.0,75.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/585.0.png
586.0,Sawsbuck,Normal,Grass,475.0,80.0,100.0,70.0,60.0,70.0,95.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/586.0.png
587.0,Emolga,Electric,Flying,428.0,55.0,75.0,60.0,75.0,60.0,103.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/587.0.png
588.0,Karrablast,Bug,,315.0,50.0,75.0,45.0,40.0,45.0,60.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/588.0.png
589.0,Escavalier,Bug,Steel,495.0,70.0,135.0,105.0,60.0,105.0,20.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/589.0.png
590.0,Foongus,Grass,Poison,294.0,69.0,55.0,45.0,55.0,55.0,15.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/590.0.png
591.0,Amoonguss,Grass,Poison,464.0,114.0,85.0,70.0,85.0,80.0,30.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/591.0.png
592.0,Frillish,Water,Ghost,335.0,55.0,40.0,50.0,65.0,85.0,40.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/592.0.png
593.0,Jellicent,Water,Ghost,480.0,100.0,60.0,70.0,85.0,105.0,60.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/593.0.png
594.0,Alomomola,Water,,470.0,165.0,75.0,80.0,40.0,45.0,65.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/594.0.png
595.0,Joltik,Bug,Electric,319.0,50.0,47.0,50.0,57.0,50.0,65.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/595.0.png
596.0,Galvantula,Bug,Electric,472.0,70.0,77.0,60.0,97.0,60.0,108.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/596.0.png
597.0,Ferroseed,Grass,Steel,305.0,44.0,50.0,91.0,24.0,86.0,10.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/597.0.png
598.0,Ferrothorn,Grass,Steel,489.0,74.0,94.0,131.0,54.0,116.0,20.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/598.0.png
599.0,Klink,Steel,,300.0,40.0,55.0,70.0,45.0,60.0,30.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/599.0.png
600.0,Klang,Steel,,440.0,60.0,80.0,95.0,70.0,85.0,50.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/600.0.png
601.0,Klinklang,Steel,,520.0,60.0,100.0,115.0,70.0,85.0,90.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/601.0.png
602.0,Tynamo,Electric,,275.0,35.0,55.0,40.0,45.0,40.0,60.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/602.0.png
603.0,Eelektrik,Electric,,405.0,65.0,85.0,70.0,75.0,70.0,40.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/603.0.png
604.0,Eelektross,Electric,,515.0,85.0,115.0,80.0,105.0,80.0,50.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/604.0.png
605.0,Elgyem,Psychic,,335.0,55.0,55.0,55.0,85.0,55.0,30.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/605.0.png
606.0,Beheeyem,Psychic,,485.0,75.0,75.0,75.0,125.0,95.0,40.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/606.0.png
607.0,Litwick,Ghost,Fire,275.0,50.0,30.0,55.0,65.0,55.0,20.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/607.0.png
608.0,Lampent,Ghost,Fire,370.0,60.0,40.0,60.0,95.0,60.0,55.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/608.0.png
609.0,Chandelure,Ghost,Fire,520.0,60.0,55.0,90.0,145.0,90.0,80.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/609.0.png
610.0,Axew,Dragon,,320.0,46.0,87.0,60.0,30.0,40.0,57.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/610.0.png
611.0,Fraxure,Dragon,,410.0,66.0,117.0,70.0,40.0,50.0,67.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/611.0.png
612.0,Haxorus,Dragon,,540.0,76.0,147.0,90.0,60.0,70.0,97.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/612.0.png
613.0,Cubchoo,Ice,,305.0,55.0,70.0,40.0,60.0,40.0,40.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/613.0.png
614.0,Beartic,Ice,,485.0,95.0,110.0,80.0,70.0,80.0,50.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/614.0.png
615.0,Cryogonal,Ice,,485.0,70.0,50.0,30.0,95.0,135.0,105.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/615.0.png
616.0,Shelmet,Bug,,305.0,50.0,40.0,85.0,40.0,65.0,25.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/616.0.png
617.0,Accelgor,Bug,,495.0,80.0,70.0,40.0,100.0,60.0,145.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/617.0.png
618.0,Stunfisk,Ground,Electric,471.0,109.0,66.0,84.0,81.0,99.0,32.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/618.0.png
619.0,Mienfoo,Fighting,,350.0,45.0,85.0,50.0,55.0,50.0,65.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/619.0.png
620.0,Mienshao,Fighting,,510.0,65.0,125.0,60.0,95.0,60.0,105.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/620.0.png
621.0,Druddigon,Dragon,,485.0,77.0,120.0,90.0,60.0,90.0,48.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/621.0.png
622.0,Golett,Ground,Ghost,303.0,59.0,74.0,50.0,35.0,50.0,35.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/622.0.png
623.0,Golurk,Ground,Ghost,483.0,89.0,124.0,80.0,55.0,80.0,55.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/623.0.png
624.0,Pawniard,Dark,Steel,340.0,45.0,85.0,70.0,40.0,40.0,60.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/624.0.png
625.0,Bisharp,Dark,Steel,490.0,65.0,125.0,100.0,60.0,70.0,70.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/625.0.png
626.0,Bouffalant,Normal,,490.0,95.0,110.0,95.0,40.0,95.0,55.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/626.0.png
627.0,Rufflet,Normal,Flying,350.0,70.0,83.0,50.0,37.0,50.0,60.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/627.0.png
628.0,Braviary,Normal,Flying,510.0,100.0,123.0,75.0,57.0,75.0,80.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/628.0.png
629.0,Vullaby,Dark,Flying,370.0,70.0,55.0,75.0,45.0,65.0,60.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/629.0.png
630.0,Mandibuzz,Dark,Flying,510.0,110.0,65.0,105.0,55.0,95.0,80.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/630.0.png
631.0,Heatmor,Fire,,484.0,85.0,97.0,66.0,105.0,66.0,65.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/631.0.png
632.0,Durant,Bug,Steel,484.0,58.0,109.0,112.0,48.0,48.0,109.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/632.0.png
633.0,Deino,Dark,Dragon,300.0,52.0,65.0,50.0,45.0,50.0,38.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/633.0.png
634.0,Zweilous,Dark,Dragon,420.0,72.0,85.0,70.0,65.0,70.0,58.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/634.0.png
635.0,Hydreigon,Dark,Dragon,600.0,92.0,105.0,90.0,125.0,90.0,98.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/635.0.png
636.0,Larvesta,Bug,Fire,360.0,55.0,85.0,55.0,50.0,55.0,60.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/636.0.png
637.0,Volcarona,Bug,Fire,550.0,85.0,60.0,65.0,135.0,105.0,100.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/637.0.png
638.0,Cobalion,Steel,Fighting,580.0,91.0,90.0,129.0,90.0,72.0,108.0,5.0,True,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/638.0.png
639.0,Terrakion,Rock,Fighting,580.0,91.0,129.0,90.0,72.0,90.0,108.0,5.0,True,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/639.0.png
640.0,Virizion,Grass,Fighting,580.0,91.0,90.0,72.0,90.0,129.0,108.0,5.0,True,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/640.0.png
641.0,TornadusIncarnate Forme,Flying,,580.0,79.0,115.0,70.0,125.0,80.0,111.0,5.0,True,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/641.0.png
641.0,TornadusTherian Forme,Flying,,580.0,79.0,100.0,80.0,110.0,90.0,121.0,5.0,True,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/641.0.png
642.0,ThundurusIncarnate Forme,Electric,Flying,580.0,79.0,115.0,70.0,125.0,80.0,111.0,5.0,True,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/642.0.png
642.0,ThundurusTherian Forme,Electric,Flying,580.0,79.0,105.0,70.0,145.0,80.0,101.0,5.0,True,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/642.0.png
643.0,Reshiram,Dragon,Fire,680.0,100.0,120.0,100.0,150.0,120.0,90.0,5.0,True,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/643.0.png
644.0,Zekrom,Dragon,Electric,680.0,100.0,150.0,120.0,120.0,100.0,90.0,5.0,True,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/644.0.png
645.0,LandorusIncarnate Forme,Ground,Flying,600.0,89.0,125.0,90.0,115.0,80.0,101.0,5.0,True,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/645.0.png
645.0,LandorusTherian Forme,Ground,Flying,600.0,89.0,145.0,90.0,105.0,80.0,91.0,5.0,True,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/645.0.png
646.0,Kyurem,Dragon,Ice,660.0,125.0,130.0,90.0,130.0,90.0,95.0,5.0,True,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/646.0.png
646.0,KyuremBlack Kyurem,Dragon,Ice,700.0,125.0,170.0,100.0,120.0,90.0,95.0,5.0,True,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/646.0.png
646.0,KyuremWhite Kyurem,Dragon,Ice,700.0,125.0,120.0,90.0,170.0,100.0,95.0,5.0,True,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/646.0.png
647.0,KeldeoOrdinary Forme,Water,Fighting,580.0,91.0,72.0,90.0,129.0,90.0,108.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/647.0.png
647.0,KeldeoResolute Forme,Water,Fighting,580.0,91.0,72.0,90.0,129.0,90.0,108.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/647.0.png
648.0,MeloettaAria Forme,Normal,Psychic,600.0,100.0,77.0,77.0,128.0,128.0,90.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/648.0.png
648.0,MeloettaPirouette Forme,Normal,Fighting,600.0,100.0,128.0,90.0,77.0,77.0,128.0,5.0,False,2.0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/648.0.png
